,Wine Name,Country,Region,Winery,Rating,# Ratings,Price (€),Year,Type
11821,Riesling,New Zealand,Nelson,Seifried Estate,4.0,71,12.69,2018,White
11822,Le Bouquet,South Africa,Western Cape,Boschendal,3.8,71,6.94,2019,White
11823,Sauvage Sauvignon Blanc - Semillon,Australia,Margaret River,Domaine Naturaliste,4.0,71,18.95,2015,White
11824,Torrontés,Argentina,Calchaqui Valley,Colomé,4.1,71,8.24,2019,White
11825,Pinot Gris,New Zealand,Marlborough,Leefield Station,3.5,71,14.9,2017,White
11826,Vaudésir Chablis Grand Cru,France,Chablis Grand Cru,Roland Lavantureux,4.3,71,122.0,2016,White
11827,Silvaner Trocken,Germany,Rheinhessen,Wittmann,3.5,71,9.16,2014,White
11828,Guardiani di Aralto,Italy,Sciacca,Baglio Oro,3.9,71,12.9,2017,White
11829,Chardonnay,United States,California,Gnarly Head,3.5,71,9.65,2018,White
11830,Nespolino Trebbiano - Chardonnay,Italy,Emilia-Romagna,Poderi dal Nespoli,3.2,71,5.76,2017,White
11831,Chardonnay - Fiano Puglia,Italy,Puglia,Montecore,3.9,71,5.5,2018,White
11832,Wehlener Klosterberg Riesling Spätlese,Germany,Mosel,Markus Molitor,3.6,71,18.9,2016,White
11833,Bisamberg Wiener Gemischter Satz,Austria,Wiener Gemischter Satz,Wieninger,3.8,71,15.5,2018,White
11834,Geheimrat J Riesling Spätlese Trocken,Germany,Rheingau,Weingüter Wegeler,4.3,72,24.9,2013,White
11835,Wehlener Sonnenuhr Riesling Auslese,Germany,Mosel,Markus Molitor,4.6,72,99.95,2015,White
11836,Mrs. English,South Africa,Stellenbosch,Lanzerac,4.4,72,27.1,2017,White
11837,Berg,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,72,14.57,2017,White
11838,Le Petiot Touraine,France,Touraine,Domaine Ricard,3.7,72,9.5,2016,White
11839,Vulcanico Falanghina,Italy,Basilicata,Paternoster,3.7,72,10.9,2017,White
11840,Riesling Deidesheimer Herrgottsacker,Germany,Pfalz,Reichsrat von Buhl,4.0,72,18.0,2017,White
11841,Santenay Premier Cru 'Gravières' Blanc,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.1,72,69.26,2014,White
11842,Oberbergener Bassgeige Grauburgunder,Germany,Baden,Franz Keller,3.7,72,12.5,2018,White
11843,Clos des Criots Pouilly-Fumé,France,Pouilly-Fumé,Domaine Salmon,3.9,72,14.13,2017,White
11844,Blanco,Spain,Navarra,Bodegas Nekeas,3.5,72,5.5,2018,White
11845,Riesling Forster,Germany,Pfalz,Reichsrat von Buhl,3.6,72,12.9,2018,White
11846,Verdicchio dei Castelli di Jesi Classico,Italy,Verdicchio dei Castelli di Jesi,Vignedileo,3.7,72,9.26,2018,White
11847,Collection Secrète White,Georgia,Kakheti,Mukhrani,4.0,72,17.5,2014,White
11848,Patatsblanc N Versnit Wit,South Africa,Montagu,Boschkloof,3.6,72,19.3,2018,White
11849,Riesling Alsace Grand Cru Steingrubler,France,Alsace Grand Cru,Wolfberger,3.9,72,19.49,2016,White
11850,Chardonnay Gran Reserva,Chile,Casablanca Valley,Casas del Bosque,3.9,72,13.95,2016,White
11851,Langenmorgen GG,Germany,Pfalz,Von Winning,4.3,72,34.95,2015,White
11852,Timeo Grillo,Italy,Terre Siciliane,Baglio di Pianetto,3.6,72,12.99,2018,White
11853,Falanghina del Sannio,Italy,Sannio,Mastroberardino,3.5,72,9.9,2019,White
11854,Chardonnay Trocken,Germany,Pfalz,Knipser,4.3,72,28.24,2014,White
11855,Chardonnay,Australia,Murray Darling,Deakin Estate,3.2,72,9.23,2017,White
11856,Riesling Reserve Zöbinger Heiligenstein Alte Reben,Austria,Kamptal,Weingut Bründlmayer,4.1,72,45.28,2011,White
11857,Puligny-Montrachet,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,72,65.0,2015,White
11858,Hole In The Water Sauvignon Blanc,New Zealand,Marlborough,Konrad,3.9,73,12.96,2018,White
11859,Pinot Blanc,France,Alsace,Hugel,3.8,73,13.71,2016,White
11860,Insolia - Chardonnay Calanica,Italy,Terre Siciliane,Duca di Salaparuta,3.6,73,6.89,2018,White
11861,Milmanda,Spain,Conca de Barberà,Torres,4.2,73,38.5,2016,White
11862,Masianco,Italy,Venezia,Masi,3.6,73,10.99,2019,White
11863,Corbières Blanc,France,Corbières,Domaine des Deux Cles,3.9,73,16.9,2018,White
11864,Sancerre La Côte Des Monts Damnés,France,Sancerre,Henri Bourgeois,4.0,73,27.5,2018,White
11865,Estate Rauenthal Riesling,Germany,Rheingau,Georg Breuer,3.8,73,15.0,2018,White
11866,50 HL Riesling Spätlese Trocken,Germany,Pfalz,Heinrich Vollmer,3.8,73,20.86,2015,White
11867,Chardonnay,Italy,Friuli-Venezia Giulia,Attems,3.9,73,10.66,2018,White
11868,Gavi,Italy,Gavi,Il Poggio di Gavi,3.9,73,9.42,2018,White
11869,Oropasso,Italy,Veneto,Biscardo,3.9,73,7.69,2019,White
11870,Sauvignon Blanc,South Africa,Western Cape,Du Toitskloof,3.3,73,7.5,2019,White
11871,Glimmerschiefer Riesling Feinherb,Germany,Mosel,Weingut Loersch,4.2,73,10.3,2018,White
11872,Zelen,Slovenia,Vipava,Guerila,3.6,73,13.9,2015,White
11873,Ribet Blanc Chardonnay - Viognier,France,Pays d'Oc,Arrogant Frog,3.4,73,5.8,2019,White
11874,Jesuitengarten Riesling GG,Germany,Pfalz,Dr. Von Bassermann-Jordan,4.4,73,48.64,2018,White
11875,Goruli Mtsvane,Georgia,Kakheti,Mukhrani,4.1,73,17.74,2018,White
11876,Branco,Portugal,Douro,Poeira,4.1,73,27.29,2015,White
11877,Rotschiefer Riesling Kabinett,Germany,Mosel,Van Volxem,4.0,73,12.6,2018,White
11878,Passofino Pecorino,Italy,Terre di Chieti,Feudi Bizantini,3.8,73,9.5,2018,White
11879,Riesling,Germany,Rheinhessen,Dreissigacker,3.8,74,6.58,2017,White
11880,Berg Rottland Riesling,Germany,Rheingau,Georg Breuer,4.0,74,43.87,2016,White
11881,Chenin Blanc,South Africa,Western Cape,Holden Manz,3.6,74,10.5,2018,White
11882,Sauvignon Blanc,South Africa,Western Cape,Du Toitskloof,3.4,74,7.3,2018,White
11883,Bolina,Italy,Salento,Cantina Rosa del Golfo,3.6,74,11.82,2018,White
11884,TO,Austria,Burgenland,Velich,4.0,74,14.72,2017,White
11885,Belvento Viognier (I Vini Del Mare),Italy,Toscana,Petra,3.5,74,11.92,2018,White
11886,Olli,Italy,Sicilia,Feudo Maccari,3.7,74,9.17,2018,White
11887,Eichhorn Pinot Bianco,Italy,Südtirol - Alto Adige,Manincor,4.2,74,24.27,2018,White
11888,Verdejo,Spain,Rueda,Valdecuevas,3.7,74,7.9,2018,White
11889,Vernaccia di San Gimignano,Italy,Vernaccia di San Gimignano,Abbazia Monte Oliveto,3.8,74,8.5,2018,White
11890,Somereto Chardonnay,Italy,Südtirol - Alto Adige,Andrian,3.4,74,9.9,2018,White
11891,Rotschiefer Riesling,Germany,Rheinhessen,St. Antony,3.9,74,10.4,2018,White
11892,Private Collection Chardonnay,South Africa,Stellenbosch,Saxenburg,3.9,74,17.5,2017,White
11893,Liebfraumilch,Germany,Pfalz,Hammel & Cie,3.7,74,7.63,2018,White
11894,Châteauneuf-du-Pape Blanc,France,Châteauneuf-du-Pape,Domaine des Sénéchaux,4.1,74,34.73,2017,White
11895,GG Henkenberg Weissburgunder,Germany,Baden,Salwey,4.2,74,29.08,2015,White
11896,K,Austria,Burgenland,Kracher,4.1,74,24.99,2016,White
11897,Vermentino di Sardegna,Italy,Vermentino di Sardegna,Su'entu,3.7,74,12.49,2018,White
11898,Kammern Grüner Veltliner,Austria,Kamptal,Hirsch,3.8,74,12.87,2017,White
11899,Moscatel,Chile,Itata Valley,Viña La Causa,3.6,74,12.81,2016,White
11900,Blanc de Blancs,Spain,Binissalem-Mallorca,Bodegas José L. Ferrer,3.6,74,9.5,2018,White
11901,Soave Classico,Italy,Soave Classico,Lenotti,3.7,74,4.83,2017,White
11902,Riesling Alte Reben,Germany,Mosel,Maximin Grünhaus,3.8,75,15.3,2017,White
11903,Unwooded Chardonnay,South Africa,Stellenbosch,Neethlingshof Estate,3.5,75,8.95,2018,White
11904,Riesling Trocken,Germany,Pfalz,Ökonomierat Rebholz,3.6,75,11.9,2017,White
11905,Edición Blanca,Spain,Navarra,Bodegas Príncipe de Viana,3.6,75,11.95,2016,White
11906,Kastelberg Grand Cru,France,Alsace Grand Cru 'Kastelberg',Marc Kreydenweiss,4.2,75,49.5,2016,White
11907,Vulkangestein Riesling Trocken,Germany,Nahe,Schäfer-Fröhlich,4.0,75,15.1,2018,White
11908,Grande Réserve Chardonnay,France,Languedoc,Paul Mas,4.1,75,13.58,2018,White
11909,Dornleiten Riesling,Austria,Kremstal,Nigl,3.5,75,14.95,2017,White
11910,Grüner Veltliner Frauengrund,Austria,Kremstal,Josef Dockner,3.6,75,8.7,2018,White
11911,Sauvignon,Italy,Südtirol - Alto Adige,Tramin,3.8,75,9.45,2019,White
11912,Riesling Alsace Signature,France,Alsace,Wolfberger,3.7,75,8.28,2018,White
11913,Kiedrich Gräfenberg Riesling Trocken GG,Germany,Rheingau,Robert Weil,4.0,75,41.4,2017,White
11914,Sauvignon Blanc,South Africa,Coastal Region,Fleur du Cap,3.2,75,9.3,2017,White
11915,Chardonnay Sonoma Coast,United States,Sonoma Coast,Schug,3.6,75,29.37,2017,White
11916,Spring Fever Chardonnay,Australia,Eden Valley,Langmeil,3.6,75,8.68,2016,White
11917,Silvaner Trocken,Germany,Rheinhessen,Wittmann,3.5,75,9.36,2015,White
11918,Graacher Himmelreich Riesling Auslese,Germany,Graach,Joh. Jos. Prüm,4.1,75,62.0,2006,White
11919,Venezia Giulia Sauvignon Blanc,Italy,Venezia Giulia,Lis Neris,3.8,75,18.9,2018,White
11920,Berg Pinot Bianco,Italy,Südtirol - Alto Adige,Nals Margreid,3.5,75,9.9,2018,White
11921,Batteriberg Detonation Riesling,Germany,Mosel,Immich-Batterieberg,3.8,76,13.5,2017,White
11922,Alma Terra,Italy,Franciacorta,Bellavista,3.7,76,23.12,2018,White
11923,Puligny-Montrachet,France,Puligny-Montrachet,Domaine Henri Boillot,4.0,76,59.9,2016,White
11924,Serra Lupini Roero Arneis,Italy,Roero,Negro Angelo,3.9,76,10.5,2019,White
11925,Saar Alte Reben Riesling,Germany,Mosel,Markus Molitor,4.0,76,17.35,2016,White
11926,Würzburger Stein Riesling Trocken,Germany,Würzburg,Bürgerspital,3.7,76,14.57,2018,White
11927,Zellertal Riesling,Germany,Pfalz,Schwedhelm Zellertal,3.8,76,9.94,2018,White
11928,Riserva Nova Domus Terlaner,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.3,76,35.85,2017,White
11929,Pinot Grigio,Italy,Südtirol - Alto Adige,Peter Zemmer,3.9,76,9.26,2019,White
11930,Côte des Roses Sauvignon Blanc,France,Pays d'Oc,Gérard Bertrand,3.8,76,10.8,2019,White
11931,Vernaccia di San Gimignano,Italy,Vernaccia di San Gimignano,Teruzzi & Puthod,3.5,76,10.57,2018,White
11932,Sandstein Riesling Trocken,Germany,Rheinhessen,Gysler,4.0,76,10.21,2019,White
11933,Castel Firmian Sauvignon Trentino,Italy,Trentino,Mezzacorona,3.6,76,6.75,2018,White
11934,Santenay Premier Cru 'Gravières' Blanc,France,Santenay 1er Cru 'Les Gravières',Château de la Crée,4.3,76,65.9,2013,White
11935,Chardonnay Unwooded,South Africa,Paarl,Glen Carlou,3.4,76,8.95,2018,White
11936,Pleno Blanco,Spain,Navarra,Agronavarra,3.4,76,5.16,2018,White
11937,Loibner Federspiel Grüner Veltliner,Austria,Wachau,F.X. Pichler,4.1,76,26.77,2018,White
11938,Bourgogne Blanc,France,Bourgogne,Domaine Henri Boillot,3.9,77,32.55,2017,White
11939,Wairau Reserve Sauvignon Blanc,New Zealand,Marlborough,Saint Clair,4.4,77,26.95,2019,White
11940,Director's Cut Chardonnay,United States,Russian River Valley,Francis Ford Coppola,4.1,77,26.5,2018,White
11941,Chardonnay,South Africa,Western Cape,Cathedral,3.5,77,10.42,2018,White
11942,Riesling Trocken,Germany,Nahe,Kruger-Rumpf,3.8,77,16.95,2016,White
11943,Zeltinger Sonnenuhr Riesling Auslese***,Germany,Mosel,Markus Molitor,4.2,77,79.93,2014,White
11944,Estate Rauenthal Riesling,Germany,Rheingau,Georg Breuer,3.7,77,17.0,2017,White
11945,Riesling Trocken,Germany,Rheingau,Prinz von Hessen,3.8,77,8.9,2018,White
11946,Petit Chablis,France,Petit Chablis,Domaine du Chardonnay,3.7,77,16.5,2018,White
11947,Greca Terra Retsina,Greece,Peloponnesos,Tsantali,2.2,77,5.35,N.V.,White
11948,Höllenpfad Riesling Trocken,Germany,Nahe,Dönnhoff,4.1,77,20.5,2018,White
11949,Reméage Blanc,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,77,9.5,2018,White
11950,Well Done Riesling Trocken,Germany,Pfalz,Weingut Metzger,3.6,77,6.77,2018,White
11951,Nostre Païs Blanc,France,Costières-de-Nîmes,Michel Gassier,3.9,77,13.58,2017,White
11952,Fendant,Switzerland,Valais,Domaines Rouvinez,3.8,77,18.9,2018,White
11953,IL Bianco,Italy,Toscana,Brancaia,3.7,77,10.9,2018,White
11954,Riesling Trocken,Germany,Pfalz,Ökonomierat Rebholz,3.6,77,14.42,2018,White
11955,Riesling Feinherb,Germany,Kanzem,Von Othegraven,3.5,77,10.67,2017,White
11956,Chardonnay Dolomiti,Italy,Vigneti delle Dolomiti,Terre del Noce,3.4,78,5.2,2018,White
11957,Grauburgunder Trocken,Germany,Pfalz,Weingut Metzger,3.8,78,8.28,2019,White
11958,Weissburgunder Trocken,Germany,Rheinhessen,Battenfeld Spanier,3.8,78,10.09,2018,White
11959,Gelber Muskateller Steirische Klassik,Austria,Südoststeiermark,Neumeister,3.6,78,14.5,2017,White
11960,Chardonnay - Terret,France,Pays d'Oc,Josselin,3.3,78,8.67,2018,White
11961,Erdener Treppchen Riesling Kabinett,Germany,Mosel,Markus Molitor,3.9,78,13.46,2015,White
11962,Kellermeister Privat Kremser Goldberg Grüner Veltliner,Austria,Kremstal,Winzer Krems,3.6,78,9.55,2018,White
11963,Black Label Nik Weis Bockstein Kabinett,Germany,Mosel,St. Urbans-Hof,4.1,78,15.99,2018,White
11964,Macabeo,Spain,Castilla,Crin Roja,2.9,78,4.25,2018,White
11965,Schloss Reichartshausen Riesling Kabinett,Germany,Rheingau,Balthasar Ress,3.8,78,14.5,2016,White
11966,Grauer Burgunder,Germany,Pfalz,Weingut A. Diehl,3.9,78,6.49,2019,White
11967,Marlborough Sauvignon Blanc,New Zealand,Marlborough,Waipara Hills,3.8,78,12.9,2019,White
11968,Yattarna Chardonnay (BIN 144),Australia,Adelaide Hills,Penfolds,4.2,78,221.95,2015,White
11969,Chablis Montmains 1er Cru,France,Chablis 1er Cru 'Montmains',Domaine des Marronniers,4.1,78,19.9,2015,White
11970,Gemischter Satz,Austria,Wien,Zahel,3.4,78,9.9,2018,White
11971,Solosole Pagus Camilla,Italy,Bolgheri,Poggio Al Tesoro,4.1,78,44.9,2015,White
11972,Strassertal Grüner Veltliner,Austria,Kamptal,Johann Topf,3.5,78,12.41,2018,White
11973,Bourgogne Le Chardonnay de Chardonnay,France,Bourgogne,Bouchard Père & Fils,3.7,78,44.59,2017,White
11974,Rotes Tor - Grüner Veltliner Smaragd,Austria,Wachau,Franz Hirtzberger,4.1,79,42.5,2018,White
11975,Le Petit Cheval Bordeaux Blanc,France,Bordeaux,Château Cheval Blanc,4.4,79,138.6,2016,White
11976,Belleruche Côtes-du-Rhône Blanc,France,Côtes-du-Rhône,M. Chapoutier,3.7,79,10.47,2019,White
11977,Chardonnay,South Africa,Elgin,Iona,4.1,79,23.5,2018,White
11978,Weißer Burgunder,Germany,Nahe,Gut Hermannsberg,3.8,79,9.9,2018,White
11979,Riesling Suez,Germany,Pfalz,Reichsrat von Buhl,3.8,79,17.9,2016,White
11980,Douro Fabelhaft Branco,Portugal,Douro,Niepoort,3.7,79,10.35,2017,White
11981,Grauburgunder Vom Löss,Germany,Baden,Franz Keller,3.4,79,8.5,2018,White
11982,Sauvignon,Italy,Friuli Grave,Borgo Magredo,3.7,79,8.78,2017,White
11983,Norheimer Kirschheck Riesling Spätlese,Germany,Nahe,Dönnhoff,4.1,79,23.49,2017,White
11984,Chardonnay,Spain,Navarra,Castillo de Enériz,3.6,79,6.54,2018,White
11985,Vom Vulkan,Germany,Nahe,Gut Hermannsberg,4.0,79,15.65,2018,White
11986,Meursault-Blagny 1er Cru 'La Pièce sous le Bois',France,Blagny 1er Cru 'La Pièce sous le Bois',Domaine Sylvain Langoureau,4.3,79,85.0,2015,White
11987,Côtes de Tablas Blanc,United States,Paso Robles,Tablas Creek Vineyard,3.9,79,32.0,2015,White
11988,Chenin Blanc,South Africa,Swartland,David & Nadia,3.9,79,34.15,2018,White
11989,Chardonnay,South Africa,Western Cape,Obikwa,3.6,79,5.62,2018,White
11990,Eins Zu Eins Blanc de Noirs,Germany,Pfalz,Weingut A. Diehl,4.3,79,6.75,2019,White
11991,La Mar,Spain,Rías Baixas,Terras Gauda,4.0,79,20.25,2016,White
11992,Les Cépages Sauvignon Blanc,France,Pays d'Oc,Baron Philippe de Rothschild,3.2,79,8.69,2012,White
11993,Blanc Secret Côtes de Provence,France,Côtes de Provence,Château des Sarrins,4.1,80,16.52,2016,White
11994,Sauvignon,Italy,Südtirol - Alto Adige,Franz Haas,4.1,80,35.44,2017,White
11995,Volratz Riesling Trocken,Germany,Rheingau,Schloss Vollrads,3.7,80,9.5,2018,White
11996,Deidesheimer Kieselberg Riesling Trocken,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.8,80,19.99,2017,White
11997,Bussiador,Italy,Langhe,Aldo Conterno,4.1,80,48.4,2016,White
11998,Reméage Blanc,France,Vin de France,Les Vins de Vienne - Cuilleron-Gaillard-Villard,3.8,80,9.5,2017,White
11999,Sobaja Sauvignon,Italy,Friuli Grave,Pradio,3.8,80,10.51,2018,White
12000,Lion Grüner Veltliner,Austria,Niederösterreich,Kracher & Sohm,3.8,80,12.49,2018,White
12001,Alte Reben Riesling,Germany,Mosel,Van Volxem,4.0,80,17.69,2018,White
12002,Semillón,Argentina,Mendoza,El Enemigo,3.9,80,19.01,2017,White
12003,Alpi Retiche,Italy,Vino d'Italia,Nino Negri,3.7,80,13.26,2018,White
12004,Tributo Chardonnay,Chile,Casablanca Valley,Caliterra,3.5,80,10.23,2016,White
12005,Pouilly-Fumé La Chantereine,France,Pouilly-Fumé,Henri Bourgeois,3.6,80,22.42,2018,White
12006,Condrieu Le Grand Vallon,France,Condrieu,Francois Villard,4.2,80,40.9,2017,White
12007,Sauvignon Blanc,Chile,Leyda Valley,Amaral,3.7,80,8.99,2019,White
12008,Todo Sobre Mi Chardonnay,Spain,Jumilla,Bodega Cerrón,3.7,80,9.5,2018,White
12009,L'Abeille de Fieuzal Pessac-Léognan Blanc,France,Pessac-Léognan,Château de Fieuzal,3.9,80,27.78,2015,White
12010,The Whip White Blend,United States,Livermore Valley,Murrieta's Well,3.8,80,26.31,2017,White
12011,Federspiel Grüner Veltliner,Austria,Wachau,Domäne Wachau,3.6,80,10.49,2018,White
12012,Langenlois Grüner Veltliner,Austria,Kamptal,Loimer,3.7,80,8.87,2018,White
12013,Sauvignon Blanc,New Zealand,Marlborough,Leefield Station,3.9,81,13.9,2016,White
12014,GT-V Viognier,France,Rhone Valley,LePlan-Vermeersch,3.9,81,15.37,2018,White
12015,Gaudium Fiano di Avellino,Italy,Fiano de Avellino,I Capitani,4.1,81,12.53,2016,White
12016,Chiaramonte Inzolia Sicilia,Italy,Terre Siciliane,Firriato,3.6,81,7.9,2018,White
12017,Chardonnay,New Zealand,Marlborough,Nautilus,4.0,81,22.22,2017,White
12018,Langhe Chardonnay,Italy,Langhe,Fontanafredda,3.4,81,7.51,2018,White
12019,Vouvray Sec,France,Vouvray,Clos de Nouys,3.8,81,10.92,2017,White
12020,Gewürztraminer,France,Alsace,Hugel,3.8,81,16.47,2016,White
12021,Chenin Blanc,South Africa,Citrusdal Mountain,Cederberg,3.6,81,13.15,2019,White
12022,Hattenheim Engelmannsberg Riesling Trocken,Germany,Rheingau,Balthasar Ress,4.1,81,17.9,2018,White
12023,Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Joseph Drouhin,4.5,82,193.99,2013,White
12024,Ried Schütt Dürnsteiner Riesling Smaragd,Austria,Wachau,Weingut Knoll,4.3,82,42.0,2017,White
12025,Cassis Blanc,France,Cassis,Ferme Blanche,3.6,82,15.9,2017,White
12026,Merol Chardonnay,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.7,82,12.6,2017,White
12027,Selida Gewürztraminer,Italy,Südtirol - Alto Adige,Tramin,3.9,82,13.5,2019,White
12028,Doosberg Riesling Trocken,Germany,Rheingau,Peter Jakob Kühn,4.4,82,42.89,2016,White
12029,Riesling Trocken,Germany,Rheinhessen,P. J. Valckenberg,3.8,82,6.2,2018,White
12030,Benchmark Chardonnay,Australia,Barossa,Grant Burge,3.2,82,6.95,2014,White
12031,Chardonnay Bourgogne,France,Bourgogne,Ropiteau Freres,3.6,82,12.08,2016,White
12032,Moonlite Toscana,Italy,Toscana,Rocca delle Macìe,3.7,82,9.99,2018,White
12033,Gris,Italy,Friuli Isonzo,Lis Neris,4.0,82,44.28,2009,White
12034,Grüner Veltliner Loiser Berg,Austria,Kamptal,Weingut Bründlmayer,3.6,82,18.5,2016,White
12035,Grüner Sylvaner Trocken,Germany,Rheinhessen,Battenfeld Spanier,3.9,82,12.19,2016,White
12036,Hallgartener Hendelberg Riesling Trocken,Germany,Rheingau,Peter Jakob Kühn,4.0,82,24.0,2017,White
12037,Gavi Riserva,Italy,Gavi,La Raia,4.0,82,18.5,2016,White
12038,Sauvignon Blanc,Italy,Friuli Isonzo,I Feudi di Romans,3.8,83,14.53,2017,White
12039,Villa Blanche Chardonnay,France,Pays d'Oc,Calmel & Joseph,3.8,83,6.77,2019,White
12040,Chassagne-Montrachet Blanc,France,Chassagne-Montrachet,Joseph Drouhin,4.2,83,58.39,2017,White
12041,Jesuitengarten GG,Germany,Pfalz,Reichsrat von Buhl,4.3,83,42.0,2012,White
12042,Modello Pinot Grigio,Italy,Veneto,Masi,3.8,83,8.99,2019,White
12043,Terroir Series Sauvignon Blanc,New Zealand,Marlborough,Brancott Estate,4.0,83,12.1,2019,White
12044,Fransola,Spain,Penedès,Torres,3.8,83,23.75,2018,White
12045,Scharzhofberger Riesling Kabinett,Germany,Mosel,Bischöfliche Weingüter Trier,3.8,83,9.64,2011,White
12046,Riesling Federspiel Terrassen,Austria,Wachau,Domäne Wachau,3.7,83,9.49,2019,White
12047,Graacher Himmelreich Riesling Kabinett,Germany,Mosel,Willi Schaefer,3.9,83,17.9,2018,White
12048,Terre d'Argence Gard,France,Coteaux du Pont du Gard,Château Mourgues du Grès,3.8,83,12.9,2016,White
12049,L'Elfo Pinot Grigio,Italy,Veneto,Sacchetto,3.6,83,5.9,2018,White
12050,Terlaner Classico,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,83,12.89,2019,White
12051,Piano dei Daini Etna Bianco,Italy,Etna,Tenute Bosco,3.8,83,24.73,2017,White
12052,Johannisberger Riesling Trocken,Germany,Rheingau,Prinz von Hessen,3.8,83,11.31,2017,White
12053,Spätburgunder Blanc de Noir,Germany,Ahr,Jean Stodden,3.6,83,12.4,2018,White
12054,Seven Flags Chardonnay,South Africa,Elgin,Paul Cluver,4.4,83,53.35,2017,White
12055,Chardonnay (Barrel Fermented),South Africa,Breede River Valley,Bergsig Estate,3.7,83,9.25,2018,White
12056,Corton-Charlemagne Grand Cru,France,Corton-Charlemagne Grand Cru,Domaine des Héritiers Louis Jadot,4.6,84,221.95,2015,White
12057,Saint-Joseph Blanc,France,Saint-Joseph,E. Guigal,3.7,84,25.92,2016,White
12058,Lugana,Italy,Lugana,Ottella,3.8,84,9.3,2019,White
12059,Podium Verdicchio dei Castelli di Jesi Classico Superiore,Italy,Verdicchio dei Castelli di Jesi,Garofoli,3.7,84,14.9,2017,White
12060,Kalkmergel Riesling Trocken,Germany,Pfalz,Knipser,3.9,84,15.38,2017,White
12061,Pessac-Léognan Blanc,France,Pessac-Léognan,Château Smith Haut-Lafitte,4.2,84,119.95,2005,White
